Tree,Print Binary Tree levels in sorted order,Medium,103,No,https://practice.geeksforgeeks.org/problems/print-binary-tree-levels-in-sorted-order3241/1?page=4&difficulty%5B%5D=1&category%5B%5D=Tree&sortBy=submissions
Tree,Nodes at given distance in binary tree,Hard,103,No,https://practice.geeksforgeeks.org/problems/nodes-at-given-distance-in-binary-tree/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Burning Tree,Hard,104,No,https://practice.geeksforgeeks.org/problems/burning-tree/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Check if all levels of two trees are anagrams or not,Hard,104,No,https://practice.geeksforgeeks.org/problems/check-if-all-levels-of-two-trees-are-anagrams-or-not/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Binary Tree to DLL,Hard,105,No,https://practice.geeksforgeeks.org/problems/binary-tree-to-dll/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Maximum Path Sum between 2 Special Nodes,Hard,105,No,https://practice.geeksforgeeks.org/problems/maximum-path-sum/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Scrambled String,Hard,106,No,https://practice.geeksforgeeks.org/problems/scrambled-string/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Check Tree Traversal,Hard,106,No,https://practice.geeksforgeeks.org/problems/cb02d40f50b0113c47cd9036e5f340bb51b32289/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Corona Vaccine,Hard,107,No,https://practice.geeksforgeeks.org/problems/d1afdbd3d49e4e7e6f9d738606cd592f63e6b0f0/1?page=1&difficulty%5B%5D=2&category%5B%5D=Tree&sortBy=submissions
Tree,Recover a Tree From Preorder,Hard,107,No,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal
,,,,,#VALUE!
Binary Search Tree,Search a node in BST,Easy,108,No,https://practice.geeksforgeeks.org/problems/search-a-node-in-bst/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Minimum element in BST,Easy,108,No,https://practice.geeksforgeeks.org/problems/minimum-element-in-bst/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Check for BST,Easy,108,No,https://practice.geeksforgeeks.org/problems/check-for-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Insert a node in a BST,Easy,108,No,https://practice.geeksforgeeks.org/problems/insert-a-node-in-a-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Kth largest element in BST,Easy,109,No,https://practice.geeksforgeeks.org/problems/kth-largest-element-in-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Inorder Traversal and BST,Easy,109,No,https://practice.geeksforgeeks.org/problems/inorder-traversal-and-bst5855/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Binary Tree to BST,Easy,109,No,https://practice.geeksforgeeks.org/problems/binary-tree-to-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Median of BST,Easy,109,No,https://practice.geeksforgeeks.org/problems/median-of-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Kth Smallest Element In Tree,Easy,110,No,https://www.interviewbit.com/problems/kth-smallest-element-in-tree/
Binary Search Tree,BST Iterator,Easy,110,No,https://www.interviewbit.com/problems/bst-iterator/
Binary Search Tree,2-Sum Binary Tree,Easy,110,No,https://www.interviewbit.com/problems/2sum-binary-tree/
Binary Search Tree,Find Common Nodes in two BSTs,Easy,110,No,https://practice.geeksforgeeks.org/problems/print-common-nodes-in-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Array to BST,Easy,111,No,https://practice.geeksforgeeks.org/problems/array-to-bst4443/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Inorder Successor in BST,Easy,111,No,https://practice.geeksforgeeks.org/problems/inorder-successor-in-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Print BST elements in given range,Easy,111,No,https://practice.geeksforgeeks.org/problems/print-bst-elements-in-given-range/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Check whether BST contains Dead End,Easy,111,No,https://practice.geeksforgeeks.org/problems/check-whether-bst-contains-dead-end/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Brothers From Different Roots,Easy,112,No,https://practice.geeksforgeeks.org/problems/brothers-from-different-root/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Sum of k smallest elements in BST,Easy,112,No,https://practice.geeksforgeeks.org/problems/sum-of-k-smallest-elements-in-bst3029/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Minimum Distance Between,Easy,112,No,https://leetcode.com/problems/minimum-distance-between-bst-nodes
Binary Search Tree,Normal BST to Balanced BST,Easy,112,No,https://practice.geeksforgeeks.org/problems/normal-bst-to-balanced-bst/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Construct BST from Postorder,Easy,113,No,https://practice.geeksforgeeks.org/problems/construct-bst-from-post-order/1?page=1&difficulty%5B%5D=0&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Recover Binary Search Tree,Medium,113,No,https://www.interviewbit.com/problems/recover-binary-search-tree/
Binary Search Tree,Valid BST from Preorder,Medium,113,No,https://www.interviewbit.com/problems/valid-bst-from-preorder/
Binary Search Tree,k-th smallest element in BST,Medium,114,No,https://practice.geeksforgeeks.org/problems/find-k-th-smallest-element-in-bst/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Delete a node from BST,Medium,114,No,https://practice.geeksforgeeks.org/problems/delete-a-node-from-bst/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Largest BST,Medium,114,No,https://practice.geeksforgeeks.org/problems/largest-bst/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Predecessor and Successor,Medium,115,No,https://practice.geeksforgeeks.org/problems/predecessor-and-successor/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Preorder to PostOrder,Medium,115,No,https://practice.geeksforgeeks.org/problems/preorder-to-postorder4423/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Find the Closest Element in BST,Medium,115,No,https://practice.geeksforgeeks.org/problems/find-the-closest-element-in-bst/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Ceil in BST,Medium,116,No,https://practice.geeksforgeeks.org/problems/implementing-ceil-in-bst/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Preorder Traversal and BST,Medium,116,No,https://practice.geeksforgeeks.org/problems/preorder-traversal-and-bst4006/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Bheem Wants Ladoos,Medium,116,No,https://practice.geeksforgeeks.org/problems/9b61b8efbb030aed799055f776629dbf1287fbae/1?page=2&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Minimum Absolute Difference In BST,Medium,117,No,https://practice.geeksforgeeks.org/problems/minimum-absolute-difference-in-bst-1665139652/1?page=2&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Valentine Sum,Medium,117,No,https://practice.geeksforgeeks.org/problems/0f02fb492c69c094d94e806cba6ff8d8cd04d630/1?page=2&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Pairs violating BST property,Medium,117,No,https://practice.geeksforgeeks.org/problems/pairs-violating-bst-property/1?page=2&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Remove BST keys outside given range,Medium,118,No,https://practice.geeksforgeeks.org/problems/remove-bst-keys-outside-given-range/1?page=2&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Print leaf nodes from preorder traversal of BST,Medium,118,No,https://practice.geeksforgeeks.org/problems/print-leaf-nodes-from-preorder-traversal-of-bst2657/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Delete nodes greater than k,Medium,118,No,https://practice.geeksforgeeks.org/problems/delete-nodes-greater-than-k/1?page=1&difficulty%5B%5D=1&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Balance a Binary Search Tree,Medium,119,No,https://leetcode.com/problems/balance-a-binary-search-tree
Binary Search Tree,Merge two BST 's,Hard,119,No,https://practice.geeksforgeeks.org/problems/merge-two-bst-s/1?page=1&difficulty%5B%5D=2&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Fixing Two nodes of a BST,Hard,120,No,https://practice.geeksforgeeks.org/problems/fixed-two-nodes-of-a-bst/1?page=1&difficulty%5B%5D=2&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Fixing Two swapped nodes of a BST,Hard,120,No,https://practice.geeksforgeeks.org/problems/6c4053871794c5e7a0817d7eaf88d71c4bb4c2bc/1?page=1&difficulty%5B%5D=2&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Sorted Link List to BST,Hard,120,No,https://practice.geeksforgeeks.org/problems/sorted-list-to-bst/1?page=1&difficulty%5B%5D=2&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
Binary Search Tree,Shortest Range In BST,Hard,120,No,https://practice.geeksforgeeks.org/problems/5fbdb297e0fcb7703e7dee4b4f0ada9cc7e47bd8/1?page=1&difficulty%5B%5D=2&category%5B%5D=Binary%20Search%20Tree&sortBy=submissions
,,,,,#VALUE!
Heaps,Implement a Maxheap/MinHeap using arrays and recursion.,Easy,121,No,#VALUE!
Heaps,Height of Heap,Easy,121,No,https://practice.geeksforgeeks.org/problems/height-of-heap5025/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Heap&sortBy=submissions
Heaps,Relative Ranks,Easy,121,No,https://leetcode.com/problems/relative-ranks
Heaps,Last Stone Weight,Easy,121,No,https://leetcode.com/problems/last-stone-weight
Heaps,Profit Maximisation,Easy,122,No,https://www.interviewbit.com/problems/profit-maximisation/
Heaps,Maximum Product of Two Elem,Easy,122,No,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array
Heaps,Largest Number After Digit Swaps by Parity,Easy,122,No,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity
Heaps,Minimum Amount of Time to Fil,Easy,122,No,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups
Heaps,Take Gifts From the Richest P,Easy,123,No,https://leetcode.com/problems/take-gifts-from-the-richest-pile
Heaps,Minimum Cost of ropes,Easy,123,No,https://practice.geeksforgeeks.org/problems/minimum-cost-of-ropes-1587115620/1?page=1&difficulty%5B%5D=0&category%5B%5D=Heap&sortBy=submissions
Heaps,Sum of elements between k1'th and k2'th smallest elements,Easy,123,No,https://practice.geeksforgeeks.org/problems/sum-of-elements-between-k1th-and-k2th-smallest-elements3133/1?page=1&difficulty%5B%5D=0&category%5B%5D=Heap&sortBy=submissions
Heaps,Merge two binary Max heaps,Easy,123,No,https://practice.geeksforgeeks.org/problems/merge-two-binary-max-heap0144/1?page=1&difficulty%5B%5D=0&category%5B%5D=Heap&sortBy=submissions
Heaps,Maximum distinct elements after removing K elements,Easy,123,No,https://practice.geeksforgeeks.org/problems/maximum-distinct-elements-after-removing-k-elements5906/1?page=1&difficulty%5B%5D=0&category%5B%5D=Heap&sortBy=submissions
Heaps,Gadgets of Doraland,Easy,124,No,https://practice.geeksforgeeks.org/problems/bbd15e2da95880979ce65acc7360e2c5681664e65520/1?page=1&difficulty%5B%5D=0&category%5B%5D=Heap&sortBy=submissions
Heaps,Merge K sorted arrays!,Easy,124,No,https://www.interviewbit.com/problems/merge-k-sorted-arrays/
Heaps,Magician and Chocolates,Easy,124,No,https://www.interviewbit.com/problems/magician-and-chocolates/
Heaps,Heap Sort,Medium,124,No,https://practice.geeksforgeeks.org/problems/heap-sort/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,k largest elements,Medium,125,No,https://practice.geeksforgeeks.org/problems/k-largest-elements4206/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,Kth largest element in a stream,Medium,125,No,https://practice.geeksforgeeks.org/problems/kth-largest-element-in-a-stream2220/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,Is Binary Tree Heap,Medium,125,No,https://practice.geeksforgeeks.org/problems/is-binary-tree-heap/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,Kth element in Matrix,Medium,126,No,https://practice.geeksforgeeks.org/problems/kth-element-in-matrix/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,Huffman Encoding,Medium,126,No,https://practice.geeksforgeeks.org/problems/huffman-encoding3345/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,K-th Smallest Prime Fraction,Medium,126,No,https://leetcode.com/problems/k-th-smallest-prime-fraction
Heaps,Exam Room,Medium,127,No,https://leetcode.com/problems/exam-room
Heaps,Rearrange characters,Medium,127,No,https://practice.geeksforgeeks.org/problems/rearrange-characters4649/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,BST to max heap,Medium,127,No,https://practice.geeksforgeeks.org/problems/bst-to-max-heap/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,Design Twitter,Medium,128,No,https://practice.geeksforgeeks.org/problems/design-twitter/1?page=1&difficulty%5B%5D=1&category%5B%5D=Heap&sortBy=submissions
Heaps,Minimum increment/decrement to make array non-Increasing,Medium,128,No,https://practice.geeksforgeeks.org/problems/bf249fb32af71fc4e294b123d99e668a91652be4/1?page=1&difficulty%5B%5D=1&category%5B%5D=priority-queue&sortBy=submissions
Heaps,Find median in a stream,Hard,128,No,https://practice.geeksforgeeks.org/problems/find-median-in-a-stream-1587115620/1?page=1&difficulty%5B%5D=2&category%5B%5D=Heap&sortBy=submissions
Heaps,Smallest range in K lists,Hard,129,No,https://practice.geeksforgeeks.org/problems/find-smallest-range-containing-elements-from-k-lists/1?page=1&difficulty%5B%5D=2&category%5B%5D=Heap&sortBy=submissions
Heaps,Reachable Nodes In Subdivided Graph,Hard,129,No,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph
Heaps,Ways to form Max Heap,Hard,130,No,https://www.interviewbit.com/problems/ways-to-form-max-heap/
Heaps,Maximum Sum Combinations,Hard,130,No,https://www.interviewbit.com/problems/maximum-sum-combinations/
Heaps,Dinner Plate Stacks,Hard,131,No,https://leetcode.com/problems/dinner-plate-stacks
Heaps,Construct Target Array With,Hard,131,No,https://leetcode.com/problems/construct-target-array-with-multiple-sums
Heaps,Minimum Time to Visit a Cell In a Grid,Hard,132,No,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid
,,,,,#VALUE!
Greedy,Bulbs,Easy,132,No,https://www.interviewbit.com/problems/interview-questions/
Greedy,Ishaan Loves Chocolates,Easy,132,No,https://practice.geeksforgeeks.org/problems/ishaan-loves-chocolates2156/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Assign Mice to Holes,Easy,133,No,https://www.interviewbit.com/problems/assign-mice-to-holes/
Greedy,Majority Element,Easy,133,No,https://www.interviewbit.com/problems/majority-element/
Greedy,Highest Product,Easy,133,No,https://www.interviewbit.com/problems/highest-product/
Greedy,Swap and Maximize,Easy,133,No,https://practice.geeksforgeeks.org/problems/swap-and-maximize5859/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Good or Bad string,Easy,134,No,https://practice.geeksforgeeks.org/problems/good-or-bad-string1417/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Greedy&sortBy=submissions
Greedy,N meetings in one room,Easy,134,No,https://practice.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1?page=1&difficulty%5B%5D=0&category%5B%5D=Greedy&sortBy=submissions
Greedy,Longest Palindrome,Easy,134,No,https://leetcode.com/problems/longest-palindrome
Greedy,Assign Cookies,Easy,134,No,https://leetcode.com/problems/assign-cookies
Greedy,Can Place Flowers,Easy,135,No,https://leetcode.com/problems/can-place-flowers
Greedy,Valid Palindrome II,Easy,135,No,https://leetcode.com/problems/valid-palindrome-ii
Greedy,Minimum Cost to Move Chips,Easy,135,No,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position
Greedy,Raju and coins,Easy,135,No,https://practice.geeksforgeeks.org/problems/raju-and-coins1932/1?page=2&difficulty%5B%5D=0&category%5B%5D=Greedy&sortBy=submissions
Greedy,Huffman Decoding,Easy,136,No,https://practice.geeksforgeeks.org/problems/huffman-decoding/1?page=2&difficulty%5B%5D=0&category%5B%5D=Greedy&sortBy=submissions
Greedy,Huffman Decoding-1,Easy,136,No,https://practice.geeksforgeeks.org/problems/huffman-decoding-1/1?page=2&difficulty%5B%5D=0&category%5B%5D=Greedy&sortBy=submissions
Greedy,Largest number with given sum,Easy,136,No,https://practice.geeksforgeeks.org/problems/largest-number-with-given-sum-1587115620/1?page=1&difficulty%5B%5D=0&category%5B%5D=Greedy&sortBy=submissions
Greedy,Disjoint Intervals,Medium,136,No,https://www.interviewbit.com/problems/disjoint-intervals/
Greedy,Meeting rooms,Medium,137,No,https://www.interviewbit.com/problems/meeting-rooms/
Greedy,Minimum number of jumps,Medium,137,No,https://practice.geeksforgeeks.org/problems/minimum-number-of-jumps-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Majority Element,Medium,137,No,https://practice.geeksforgeeks.org/problems/majority-element-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Minimize the Heights I,Medium,138,No,https://practice.geeksforgeeks.org/problems/minimize-the-heights-i/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Minimize the Heights II,Medium,138,No,https://practice.geeksforgeeks.org/problems/minimize-the-heights3351/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Minimum Platforms,Medium,138,No,https://practice.geeksforgeeks.org/problems/minimum-platforms-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Fractional Knapsack,Medium,138,No,https://practice.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Page Faults in LRU,Medium,139,No,https://practice.geeksforgeeks.org/problems/page-faults-in-lru5603/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Valid Compressed String,Medium,139,No,https://practice.geeksforgeeks.org/problems/13eb74f1c80bc67d526a69b8276f6cad1b8c3401/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,String rp or pr,Medium,139,No,https://practice.geeksforgeeks.org/problems/d25f415de2ff3e02134de03e17ad019d723ab2e9/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Coin Piles,Medium,140,No,https://practice.geeksforgeeks.org/problems/coin-piles5152/1?page=1&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Police and Thieves,Medium,140,No,https://practice.geeksforgeeks.org/problems/e47329920b4e75869ea7b0e9b7c59ea145ccc22c/1?page=2&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Maximum number of events that can be attended,Medium,140,No,https://practice.geeksforgeeks.org/problems/ea8230731ccb057120bafb351c10c48b2d496125/1?page=2&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Water the plants,Medium,141,No,https://practice.geeksforgeeks.org/problems/410d51d667ab93f2219b15126f001f32e8bb029e/1?page=2&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Binary Searchable elements,Medium,141,No,https://practice.geeksforgeeks.org/problems/binary-searchable-elements/1?page=2&difficulty%5B%5D=1&category%5B%5D=Greedy&sortBy=submissions
Greedy,Decrease Elements To Make A,Medium,141,No,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag
Greedy,Minimum Cost to Move Chips to The Same Position,Medium,142,No,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position
Greedy,Largest Permutation,Hard,142,No,https://www.interviewbit.com/problems/largest-permutation/
Greedy,Distribute Candy,Hard,143,No,https://www.interviewbit.com/problems/distribute-candy/
Greedy,Seats,Hard,143,No,https://www.interviewbit.com/problems/seats/
Greedy,Gas Station,Hard,144,No,https://www.interviewbit.com/problems/gas-station/
Greedy,Candy,Hard,144,No,https://practice.geeksforgeeks.org/problems/candy/1?page=1&difficulty%5B%5D=2&category%5B%5D=Greedy&sortBy=submissions
Greedy,Patching Array,Hard,145,No,https://leetcode.com/problems/patching-array
Greedy,Strong Password Checker,Hard,145,No,https://leetcode.com/problems/strong-password-checker
Greedy,IPO,Hard,146,No,https://leetcode.com/problems/ipo
Greedy,Super Washing Machines,Hard,146,No,https://leetcode.com/problems/super-washing-machines
Greedy,Course Schedule III,Hard,147,No,https://leetcode.com/problems/course-schedule-iii
Greedy,Stamping The Sequence,Hard,147,No,https://leetcode.com/problems/stamping-the-sequence
,,,,,#VALUE!
BackTracking,Find all possible paths from top to bottom,Easy,148,No,https://practice.geeksforgeeks.org/problems/find-all-possible-paths-from-top-to-bottom/1?page=1&difficulty%5B%5D=0&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Combinations,Easy,148,No,https://www.interviewbit.com/problems/combinations/
BackTracking,Binary Tree Paths,Easy,148,No,https://leetcode.com/problems/binary-tree-paths
BackTracking,Gray Code,Easy,148,No,https://www.interviewbit.com/problems/gray-code/
BackTracking,Letter Phone,Easy,149,No,https://www.interviewbit.com/problems/letter-phone/
BackTracking,Generate all Parentheses II,Easy,149,No,https://www.interviewbit.com/problems/generate-all-parentheses-ii/
BackTracking,Permutation with Spaces,Easy,149,No,https://practice.geeksforgeeks.org/problems/permutation-with-spaces3627/1?page=1&difficulty%5B%5D=0&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Binary Watch,Easy,149,No,https://leetcode.com/problems/binary-watch
BackTracking,Generate IP Addresses,Medium,150,No,https://practice.geeksforgeeks.org/problems/generate-ip-addresses/1?page=1&difficulty%5B%5D=0&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Sudoku,Medium,150,No,https://www.interviewbit.com/problems/sudoku/
BackTracking,Permutations,Medium,150,No,https://www.interviewbit.com/problems/permutations/
BackTracking,Maximal String,Medium,151,No,https://www.interviewbit.com/problems/maximal-string/
BackTracking,Kth Permutation Sequence,Medium,151,No,https://www.interviewbit.com/problems/kth-permutation-sequence/
BackTracking,Palindrome Partitioning,Medium,151,No,https://www.interviewbit.com/problems/palindrome-partitioning/
BackTracking,Permutations of a given string,Medium,152,No,https://practice.geeksforgeeks.org/problems/permutations-of-a-given-string2041/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,M-Coloring Problem,Medium,152,No,https://practice.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Combination Sum,Medium,152,No,https://practice.geeksforgeeks.org/problems/combination-sum-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Rat in a Maze Problem - I,Medium,153,No,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Largest number in K swaps,Medium,153,No,https://practice.geeksforgeeks.org/problems/largest-number-in-k-swaps-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Unique Subsets,Medium,153,No,https://practice.geeksforgeeks.org/problems/subsets-1587115621/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Generate Parentheses,Medium,154,No,https://practice.geeksforgeeks.org/problems/generate-all-possible-parentheses/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Rat Maze With Multiple Jumps,Medium,154,No,https://practice.geeksforgeeks.org/problems/rat-maze-with-multiple-jumps3852/1?page=1&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,Coins and Game,Medium,154,No,https://practice.geeksforgeeks.org/problems/coins-and-game4529/1?page=2&difficulty%5B%5D=1&category%5B%5D=Backtracking&sortBy=submissions
BackTracking,NQueens,Hard,155,No,https://www.interviewbit.com/problems/nqueens/
BackTracking,24 Game,Hard,155,No,https://leetcode.com/problems/24-game
BackTracking,Maximum Good People Based on Statements,Hard,156,No,https://leetcode.com/problems/maximum-good-people-based-on-statements
BackTracking,Expression Add Operators,Hard,156,No,https://practice.geeksforgeeks.org/problems/expression-add-operators/1?page=1&difficulty%5B%5D=2&category%5B%5D=Backtracking&sortBy=submissions
,,,,,#VALUE!
Hashing,First Repeating element,Easy,157,No,https://www.interviewbit.com/problems/first-repeating-element/
Hashing,2 Sum,Easy,157,No,https://www.interviewbit.com/problems/2-sum/
Hashing,Union of two arrays,Easy,157,No,https://practice.geeksforgeeks.org/problems/union-of-two-arrays3538/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Hash&sortBy=submissions
Hashing,First element to occur k times,Easy,157,No,https://practice.geeksforgeeks.org/problems/first-element-to-occur-k-times5150/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Hash&sortBy=submissions
Hashing,Diffk II,Easy,158,No,https://www.interviewbit.com/problems/diffk-ii/
Hashing,Longest Substring Without Repeat,Easy,158,No,https://www.interviewbit.com/problems/longest-substring-without-repeat/
Hashing,Pairs With Given Xor,Easy,158,No,https://www.interviewbit.com/problems/pairs-with-given-xor/
Hashing,"Sum of f(a[i], a[j]) over all pairs in an array of n integers",Easy,158,No,https://practice.geeksforgeeks.org/problems/sum-of-fai-aj-over-all-pairs-in-an-array-of-n-integers4057/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Hash&sortBy=submissions
